ASV_ID,kingdom,phylum,class,order,family,genus,species,domain,species_raw,best_id,species_lab,occ_query_name,occ_n_records,occ_n_gbif,occ_n_obis,occ_min_distance_km,occ_nearest_lat,occ_nearest_lon,occ_in_study_area,occ_in_buffer,occ_assessment,occ_congeners_in_region,assigned_pct_identity,validation_flag,best_congener,best_congener_pct_identity,n_congeners_in_db,congeners_in_db,n_congeners_missing,congeners_missing,final_decision,decision_confidence,decision_reason,cleaned_species
ASV351,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 6,,,,,,,,,,,,0.0,GENUS_ONLY,Salmo carpio,95.9,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV352,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 7,,,,,,,,,,,,0.0,GENUS_ONLY,Salmo caspius,88.2,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV353,Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,Eukaryota,Molva molva,Molva molva,Molva molva 8,Molva molva,584,156,428,0,,,True,True,CONFIRMED,,99.3,UNCERTAIN,Molva dypterygia,95.3,3.0,Molva dypterygia; Molva macrophthalma; Molva molva,3.0,Molva dubia; Molva huntia; Molva palaeomorpha,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Molva sp. cf. molva
ASV355,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Mergus,Mergus merganser,Eukaryota,Mergus merganser,Mergus merganser,Mergus merganser,Mergus merganser,36411,36056,355,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Mergus octosetaceus,96.9,5.0,Mergus australis; Mergus merganser; Mergus octosetaceus; Mergus serrator; Mergus squamatus,4.0,Mergus milleneri; Mergus minutus; Mergus miscellus; Mergus spec,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Mergus merganser
ASV358,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo labrax,Eukaryota,Salmo labrax,Salmo labrax,Salmo labrax 2,Salmo labrax,111,111,0,1764.8323480685733,47.85,13.8,False,False,DOUBTFUL,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus; Salmo arcturus; Salmo ardahanensis; Salmo auratus; Salmo balcanicus; Salmo baliki; Salmo bathoecetor; Salmo bodschac; Salmo boops; Salmo brasiliensis; Salmo callaris; Salmo campbelli; Salmo carinatus; Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo cettii; Salmo chilo; Salmo chimbure; Salmo ciscaucasicus; Salmo coruhensis; Salmo curima; Salmo curimata; Salmo cyprinoides; Salmo dentex; Salmo denticulosus; Salmo digitalis; Salmo duhani; Salmo edentulus; Salmo eremogenes; Salmo erythraeus; Salmo erythrinus; Salmo erythrophthalmus; Salmo erythrorynchos; Salmo euphrataeus; Salmo evermanni; Salmo ezenami; Salmo fahrettini; Salmo farioides; Salmo ferox; Salmo fibreni; Salmo germanorum; Salmo gibber; Salmo gillaroo; Salmo gracilis; Salmo grandoculus; Salmo gronovii; Salmo hearnii; Salmo hoodii; Salmo icimus; Salmo illanken; Salmo inghaghitsh; Salmo ischchan; Salmo japonensis; Salmo jaraqui; Salmo kayko; Salmo kottelati; Salmo kundsha; Salmo kunsha; Salmo labecula; Salmo laevigatus; Salmo leptosoma; Salmo letnica; Salmo lodde; Salmo lossos; Salmo lourosensis; Salmo lucius; Salmo lumi; Salmo lycaodon; Salmo macedonicus; Salmo macrostigma; Salmo marmoratus; Salmo matrincham; Salmo melampterus; Salmo melanurus; Salmo mendocinensis; Salmo microcephalus; Salmo microps; Salmo montenigrinus; Salmo muchsan; Salmo muikisi; Salmo multipunctata; Salmo munzuricus; Salmo murathani; Salmo naresii; Salmo nigrescens; Salmo nigripinnis; Salmo nitidus; Salmo notatus; Salmo nummifer; Salmo obtusirostris; Salmo ochiutus; Salmo octoradiatus; Salmo ohridanus; Salmo okumusi; Salmo omul; Salmo opimus; Salmo ovatus; Salmo pacu; Salmo pacupeba; Salmo pallaryi; Salmo parr; Salmo pelagonicus; Salmo pellegrini; Salmo pennanti; Salmo pequira; Salmo peristericus; Salmo piraputanga; Salmo platycephalus; Salmo pomatops; Salmo punctatus; Salmo reidur; Salmo rhodanensis; Salmo rivalis; Salmo rizeensis; Salmo roosevelti; Salmo roschal; Salmo rosei; Salmo rossii; Salmo sachicanga; Salmo salar; Salmo salaroides; Salmo samlet; Salmo saramao; Salmo schiefermuelleri; Salmo schrankii; Salmo septemradiatus; Salmo spec; Salmo spilurus; Salmo stomachicus; Salmo taleri; Salmo tamuco; Salmo tapdisma; Salmo tigridis; Salmo trigintaoctoradiatus; Salmo trutta; Salmo truttasalar; Salmo tumbel; Salmo undecimradiatus; Salmo ursinus; Salmo vario; Salmo villosus; Salmo viridis; Salmo visovacensis; Salmo wimba; Salmo zrmanjaensis,98.8,REASSIGN,Salmo trutta,99.4,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,144.0,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus,DROP_TO_GENUS,MEDIUM,Better DB match (Salmo trutta) not local; assigned only 98.8%,
ASV359,Eukaryota,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla tschutschensis,Eukaryota,Motacilla tschutschensis,Motacilla tschutschensis,Motacilla tschutschensis,Motacilla tschutschensis,27,27,0,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Motacilla alba,100.0,6.0,Motacilla alba; Motacilla cinerea; Motacilla flava; Motacilla flaviventris; Motacilla grandis; Motacilla tschutschensis,47.0,Motacilla acredula; Motacilla aguimp; Motacilla arenarea; Motacilla aurorea; Motacilla borealis; Motacilla caffra; Motacilla calidris; Motacilla camtschatkensis; Motacilla capensis; Motacilla cinereocapilla,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Motacilla tschutschensis
ASV362,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 9,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,,99.2,UNCERTAIN,Scomber japonicus,93.5,4.0,Scomber australasicus; Scomber colias; Scomber japonicus; Scomber scombrus,48.0,Auxis caucasica; Pneumatophorus euodus; Scomber aculeatus; Scomber ascensionis; Scomber auratus; Scomber aureus; Scomber australiensis; Scomber bimaculatus; Scomber capensis; Scomber chrisops,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Scomber sp. cf. scombrus
ASV364,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus norvegicus,Eukaryota,Zeugopterus norvegicus,Zeugopterus norvegicus,Zeugopterus norvegicus 4,Zeugopterus norvegicus,36,20,16,0,,,True,True,CONFIRMED,,91.1,LIKELY,Zeugopterus regius,87.1,2.0,Zeugopterus punctatus; Zeugopterus regius,0.0,,DROP_TO_FAMILY,HIGH,Sequence only 91.1% - below genus threshold (92.0%),
ASV365,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 5,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV369,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 20,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,85.8,UNCERTAIN,,,1.0,Ctenolabrus rupestris,1.0,Ctenolabrus knoxi,DROP_TO_ORDER,HIGH,Sequence only 85.8% - below family threshold (88.0%),
ASV370,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus finnmarchicus,Eukaryota,Gadus finnmarchicus,Gadus finnmarchicus,Gadus finnmarchicus,Gadus finnmarchicus,1,1,0,884.3302780203319,,,False,False,POSSIBLE,,85.3,NO_CONGENERS,,,0.0,,0.0,,DROP_TO_ORDER,HIGH,Sequence only 85.3% - below family threshold (88.0%),
ASV374,Eukaryota,Chordata,Mammalia,Mammalia,Mammalia,Mammalia,Mammalia,Eukaryota,,Mammalia,Mammalia 4,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV376,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 25,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.1,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV377,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus thompsonii,Eukaryota,Myoxocephalus thompsonii,Myoxocephalus thompsonii,Myoxocephalus thompsonii,Myoxocephalus thompsonii,1,1,0,669.0630075592901,,,False,True,PLAUSIBLE,Acanthocottus aeneus; Acanthocottus inermis; Acanthocottus mucosus; Acanthocottus ocellatus; Acanthocottus patris; Ainocottus fasciatus; Myoxocephalus aenaeus; Myoxocephalus batrachoides; Myoxocephalus brandtii; Myoxocephalus edomius; Myoxocephalus jaok; Myoxocephalus matsubarai; Myoxocephalus niger; Myoxocephalus ochotensis; Myoxocephalus octodecemspinosus; Myoxocephalus polyacanthocephalus; Myoxocephalus quadricornis; Myoxocephalus scorpioides; Myoxocephalus scorpiu; Myoxocephalus scorpius; Myoxocephalus sinensis; Myoxocephalus stelleri; Myoxocephalus tuberculatus; Myoxocephalus yesoensis; Triglopsis ontariensis; Triglopsis stimpsonii,85.7,UNCERTAIN,Myoxocephalus scorpius,85.7,9.0,Myoxocephalus aenaeus; Myoxocephalus brandtii; Myoxocephalus jaok; Myoxocephalus octodecemspinosus; Myoxocephalus polyacanthocephalus; Myoxocephalus quadricornis; Myoxocephalus scorpius; Myoxocephalus stelleri; Myoxocephalus thompsonii,18.0,Acanthocottus aeneus; Acanthocottus inermis; Acanthocottus mucosus; Acanthocottus ocellatus; Acanthocottus patris; Ainocottus fasciatus; Myoxocephalus batrachoides; Myoxocephalus edomius; Myoxocephalus matsubarai; Myoxocephalus niger,DROP_TO_ORDER,HIGH,Sequence only 85.7% - below family threshold (88.0%),
ASV378,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Entelurus,Entelurus aequoreus,Eukaryota,Entelurus aequoreus,Entelurus aequoreus,Entelurus aequoreus,Entelurus aequoreus,50,17,33,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Entelurus aequoreus,0.0,,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Entelurus aequoreus
ASV379,Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Eukaryota,Apodemus sylvaticus,Apodemus sylvaticus,Apodemus sylvaticus,Apodemus sylvaticus,389,389,0,0,,,True,True,CONFIRMED,,100.0,NO_CONGENERS,,,0.0,,0.0,,KEEP,MEDIUM,"Geographic CONFIRMED, 100.0% match (monotypic/rare genus)",Apodemus sylvaticus
ASV385,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis margarita,Eukaryota,Felis margarita,Felis margarita,Felis margarita,Felis margarita,79,79,0,3799.3259782490954,30.414948,-4.395313,False,False,DOUBTFUL,Felis antediluviana; Felis aphanista; Felis arundivaza; Felis atrox; Felis attica; Felis bieti; Felis borealis; Felis cafra; Felis catus; Felis chaus; Felis crassidens; Felis fearonii; Felis fontanierii; Felis gombaszoegensis; Felis grampia; Felis guttata; Felis haussa; Felis ingrami; Felis irionwtensis; Felis jaguar; Felis lanea; Felis leopardus; Felis longicaudata; Felis lunensis; Felis manul; Felis maxima; Felis megabalica; Felis neglecta; Felis nigra; Felis nigripectus; Felis nigripes; Felis obscura; Felis ocreata; Felis palaeopardus; Felis panthera; Felis pardoides; Felis platensis; Felis poecilura; Felis prisca; Felis propampina; Felis proplatensis; Felis propuma; Felis pumoides; Felis rexroadensis; Felis servalina; Felis silvestris; Felis spec; Felis studeri; Felis sucuacuara; Felis tartessia; Felis tenasserimensis; Felis tingia; Felis toscana; Felis trumani; Felis tulliana; Felis undefined; Felis villosa; Felis youngi,99.4,UNCERTAIN,Felis catus,99.4,5.0,Felis catus; Felis chaus; Felis margarita; Felis nigripes; Felis silvestris,54.0,Felis antediluviana; Felis aphanista; Felis arundivaza; Felis atrox; Felis attica; Felis bieti; Felis borealis; Felis cafra; Felis crassidens; Felis fearonii,DROP_TO_GENUS,HIGH,3799km away; local congener(s) match equally - likely local species,
ASV387,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo labrax,Eukaryota,Salmo labrax,Salmo labrax,Salmo labrax 3,Salmo labrax,111,111,0,1764.8323480685733,47.85,13.8,False,False,DOUBTFUL,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus; Salmo arcturus; Salmo ardahanensis; Salmo auratus; Salmo balcanicus; Salmo baliki; Salmo bathoecetor; Salmo bodschac; Salmo boops; Salmo brasiliensis; Salmo callaris; Salmo campbelli; Salmo carinatus; Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo cettii; Salmo chilo; Salmo chimbure; Salmo ciscaucasicus; Salmo coruhensis; Salmo curima; Salmo curimata; Salmo cyprinoides; Salmo dentex; Salmo denticulosus; Salmo digitalis; Salmo duhani; Salmo edentulus; Salmo eremogenes; Salmo erythraeus; Salmo erythrinus; Salmo erythrophthalmus; Salmo erythrorynchos; Salmo euphrataeus; Salmo evermanni; Salmo ezenami; Salmo fahrettini; Salmo farioides; Salmo ferox; Salmo fibreni; Salmo germanorum; Salmo gibber; Salmo gillaroo; Salmo gracilis; Salmo grandoculus; Salmo gronovii; Salmo hearnii; Salmo hoodii; Salmo icimus; Salmo illanken; Salmo inghaghitsh; Salmo ischchan; Salmo japonensis; Salmo jaraqui; Salmo kayko; Salmo kottelati; Salmo kundsha; Salmo kunsha; Salmo labecula; Salmo laevigatus; Salmo leptosoma; Salmo letnica; Salmo lodde; Salmo lossos; Salmo lourosensis; Salmo lucius; Salmo lumi; Salmo lycaodon; Salmo macedonicus; Salmo macrostigma; Salmo marmoratus; Salmo matrincham; Salmo melampterus; Salmo melanurus; Salmo mendocinensis; Salmo microcephalus; Salmo microps; Salmo montenigrinus; Salmo muchsan; Salmo muikisi; Salmo multipunctata; Salmo munzuricus; Salmo murathani; Salmo naresii; Salmo nigrescens; Salmo nigripinnis; Salmo nitidus; Salmo notatus; Salmo nummifer; Salmo obtusirostris; Salmo ochiutus; Salmo octoradiatus; Salmo ohridanus; Salmo okumusi; Salmo omul; Salmo opimus; Salmo ovatus; Salmo pacu; Salmo pacupeba; Salmo pallaryi; Salmo parr; Salmo pelagonicus; Salmo pellegrini; Salmo pennanti; Salmo pequira; Salmo peristericus; Salmo piraputanga; Salmo platycephalus; Salmo pomatops; Salmo punctatus; Salmo reidur; Salmo rhodanensis; Salmo rivalis; Salmo rizeensis; Salmo roosevelti; Salmo roschal; Salmo rosei; Salmo rossii; Salmo sachicanga; Salmo salar; Salmo salaroides; Salmo samlet; Salmo saramao; Salmo schiefermuelleri; Salmo schrankii; Salmo septemradiatus; Salmo spec; Salmo spilurus; Salmo stomachicus; Salmo taleri; Salmo tamuco; Salmo tapdisma; Salmo tigridis; Salmo trigintaoctoradiatus; Salmo trutta; Salmo truttasalar; Salmo tumbel; Salmo undecimradiatus; Salmo ursinus; Salmo vario; Salmo villosus; Salmo viridis; Salmo visovacensis; Salmo wimba; Salmo zrmanjaensis,98.2,REASSIGN,Salmo trutta,99.4,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,144.0,Fario aurora; Salmo abanticus; Salmo adirondacus; Salmo akairos; Salmo alipes; Salmo americanus; Salmo aphelios; Salmo arabatsch; Salmo araxensis; Salmo arcticus,DROP_TO_GENUS,MEDIUM,Better DB match (Salmo trutta) not local; assigned only 98.2%,
ASV388,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Symphodus,Symphodus melops,Eukaryota,Symphodus melops,Symphodus melops,Symphodus melops 3,Symphodus melops,307,64,243,0,,,True,True,CONFIRMED,,97.8,UNCERTAIN,Symphodus ocellatus,96.4,8.0,Symphodus bailloni; Symphodus caeruleus; Symphodus cinereus; Symphodus melops; Symphodus ocellatus; Symphodus roissali; Symphodus rostratus; Symphodus trutta,11.0,Crenilabrus chrysophrus; Crenilabrus elegans; Crenilabrus hudsonius; Crenilabrus intermedius; Crenilabrus serranoides; Crenilabrus serranus; Labrus woodwardi; Symphodus doderleini; Symphodus mediterraneus; Symphodus tinca,DROP_TO_GENUS,MEDIUM,Geographic CONFIRMED but sequence only 97.8% (below 98.0% threshold),Symphodus sp. cf. melops
ASV389,Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Eukaryota,Rattus norvegicus,Rattus norvegicus,Rattus norvegicus,Rattus norvegicus,417,417,0,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Rattus exulans,98.8,21.0,Rattus andamanensis; Rattus baluensis; Rattus exulans; Rattus fuscipes; Rattus giluwensis; Rattus hoogerwerfi; Rattus korinchi; Rattus leucopus; Rattus lutreolus; Rattus niobe,57.0,Rattus adustus; Rattus annandalei; Rattus arfakiensis; Rattus argentiventer; Rattus arrogans; Rattus assimilis; Rattus blangorum; Rattus bontanus; Rattus browni; Rattus burrus,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Rattus norvegicus
ASV390,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 26,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.1,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV397,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 8,,,,,,,,,,,,0.0,GENUS_ONLY,Salmo carpio,87.8,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV398,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 6,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV399,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupeidae,Clupeidae,Eukaryota,,Clupeidae,Clupeidae 1,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV401,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Phoxinus,Phoxinus,Eukaryota,,Phoxinus,Phoxinus 27,,,,,,,,,,,,0.0,GENUS_ONLY,Phoxinus fayollarum,97.1,11.0,Phoxinus bigerri; Phoxinus csikii; Phoxinus dragarum; Phoxinus fayollarum; Phoxinus keumkang; Phoxinus lumaireul; Phoxinus phoxinus; Phoxinus semotilus; Phoxinus septimaniae; Phoxinus steindachneri,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV403,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Symphodus,Symphodus melops,Eukaryota,Symphodus melops,Symphodus melops,Symphodus melops 4,Symphodus melops,307,64,243,0,,,True,True,CONFIRMED,,97.8,UNCERTAIN,Symphodus ocellatus,95.9,8.0,Symphodus bailloni; Symphodus caeruleus; Symphodus cinereus; Symphodus melops; Symphodus ocellatus; Symphodus roissali; Symphodus rostratus; Symphodus trutta,11.0,Crenilabrus chrysophrus; Crenilabrus elegans; Crenilabrus hudsonius; Crenilabrus intermedius; Crenilabrus serranoides; Crenilabrus serranus; Labrus woodwardi; Symphodus doderleini; Symphodus mediterraneus; Symphodus tinca,DROP_TO_GENUS,MEDIUM,Geographic CONFIRMED but sequence only 97.8% (below 98.0% threshold),Symphodus sp. cf. melops
ASV404,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronectidae,Pleuronectidae,Eukaryota,,Pleuronectidae,Pleuronectidae 7,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV408,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo,Eukaryota,,Salmo,Salmo 9,,,,,,,,,,,,0.0,GENUS_ONLY,Salmo labrax,95.3,12.0,Salmo carpio; Salmo caspius; Salmo cenerinus; Salmo ischchan; Salmo labrax; Salmo macrostigma; Salmo marmoratus; Salmo obtusirostris; Salmo pallaryi; Salmo rhodanensis,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV411,Eukaryota,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia stellata,Eukaryota,Gavia stellata,Gavia stellata,Gavia stellata,Gavia stellata,38439,37501,938,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,Gavia arctica,92.5,5.0,Gavia adamsii; Gavia arctica; Gavia immer; Gavia pacifica; Gavia stellata,9.0,Gavia brodkorbi; Gavia concinna; Gavia egeriana; Gavia fortis; Gavia howardae; Gavia immer x arctica; Gavia moldavica; Gavia paradoxa; Gavia schultzi,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Gavia stellata
ASV412,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupeidae,Clupeidae,Eukaryota,,Clupeidae,Clupeidae 2,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
ASV415,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,Eukaryota,Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus aeglefinus 3,Melanogrammus aeglefinus,1003,172,831,0,,,True,True,CONFIRMED,,100.0,CONFIDENT,,,1.0,Melanogrammus aeglefinus,0.0,,KEEP,HIGH,Geographic CONFIRMED + sequence match (100.0%),Melanogrammus aeglefinus
ASV416,Eukaryota,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex araneus,Eukaryota,Sorex araneus,Sorex araneus,Sorex araneus,Sorex araneus,1127,1127,0,0,,,True,True,CONFIRMED,,98.9,UNCERTAIN,Sorex antinorii,98.3,22.0,Sorex alpinus; Sorex antinorii; Sorex araneus; Sorex bedfordiae; Sorex caecutiens; Sorex cinereus; Sorex coronatus; Sorex cylindricauda; Sorex daphaenodon; Sorex excelsus,108.0,Microsorex pratensis; Neosorex lacustris; Sorex alaskanus; Sorex alpinoides; Sorex altoensis; Sorex arcticus; Sorex arizonae; Sorex arunchi; Sorex asper; Sorex averini,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Sorex sp. cf. araneus
ASV417,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,Eukaryota,Scomber scombrus,Scomber scombrus,Scomber scombrus 10,Scomber scombrus,686,265,421,0,,,True,True,CONFIRMED,,99.2,UNCERTAIN,Scomber japonicus,93.5,4.0,Scomber australasicus; Scomber colias; Scomber japonicus; Scomber scombrus,48.0,Auxis caucasica; Pneumatophorus euodus; Scomber aculeatus; Scomber ascensionis; Scomber auratus; Scomber aureus; Scomber australiensis; Scomber bimaculatus; Scomber capensis; Scomber chrisops,DROP_TO_GENUS,LOW,Geographic CONFIRMED but missing congeners in DB - cannot validate,Scomber sp. cf. scombrus
ASV421,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Ctenolabrus,Ctenolabrus rupestris,Eukaryota,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus rupestris 21,Ctenolabrus rupestris,688,113,575,0,,,True,True,CONFIRMED,,95.9,UNCERTAIN,,,1.0,Ctenolabrus rupestris,1.0,Ctenolabrus knoxi,DROP_TO_GENUS,MEDIUM,Geographic CONFIRMED but sequence only 95.9% (below 98.0% threshold),
ASV422,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea,Eukaryota,,Clupea,Clupea 8,,,,,,,,,,,,0.0,GENUS_ONLY,Clupea pallasii,95.4,2.0,Clupea harengus; Clupea pallasii,0.0,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY",
ASV423,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupeidae,Clupeidae,Eukaryota,,Clupeidae,Clupeidae 3,,,,,,,,,,,,,GENUS_ONLY_NO_REF,,,,,,,DROP_TO_GENUS,LOW,"Unhandled case: occ=None, db=GENUS_ONLY_NO_REF",
